"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party","writein","mode","candidatevotes","totalvotes","unofficial","version"
2008,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Chris Sander","republican",FALSE,"total",92759,305071,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Jim Evans","democrat",FALSE,"total",47282,163957,FALSE,20171005
1976,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Charles R. Leick","republican",FALSE,"total",60179,196647,FALSE,20171005
1976,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Richard Bolling","democrat",FALSE,"total",100876,148302,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Jim Noland","republican",FALSE,"total",84406,269889,FALSE,20171005
1996,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Emily Firebaugh","democrat",FALSE,"total",83084,222854,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Steven D. Dotson","reform",FALSE,"total",1165,291610,FALSE,20171005
1982,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Harold L. Volkmer","democrat",FALSE,"total",99228,163170,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Roy Blunt","republican",FALSE,"total",129746,178801,FALSE,20171005
2004,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Jim Newberry","democrat",FALSE,"total",84356,298205,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Penny D. Bennett","republican",FALSE,"total",47582,153685,FALSE,20171005
1988,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Mary Ellen Lobb","republican",FALSE,"total",60453,212139,FALSE,20171005
1978,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Harold L. Volkmer","democrat",FALSE,"total",135170,180965,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Kyle Yarber","democrat",FALSE,"total",108503,333688,FALSE,20171005
1988,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Wayne Cryts","democrat",FALSE,"total",84801,202402,FALSE,20171005
1994,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Harold L. Volkmer","democrat",FALSE,"total",103443,204942,FALSE,20171005
1976,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Robert O. Snyder","republican",FALSE,"total",106811,218379,FALSE,20171005
2006,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Sara Jo Shettles","democrat",FALSE,"total",87477,244795,FALSE,20171005
2008,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Kay Barnes","democrat",FALSE,"total",121894,330699,FALSE,20171005
2002,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Cathy Rinehart","democrat",FALSE,"total",73202,208088,FALSE,20171005
2016,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Mark Bliss","libertarian",FALSE,"total",14376,332234,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Jacob Turk","republican",FALSE,"total",69071,153635,FALSE,20171005
1976,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Robert A. Young","democrat",FALSE,"total",111568,218379,FALSE,20171005
2004,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Kevin Craig","libertarian",FALSE,"total",2767,298205,FALSE,20171005
1988,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Mel Hancock","republican",FALSE,"total",127939,240911,FALSE,20171005
1978,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Bob Chase","republican",FALSE,"total",79495,182406,FALSE,20171005
2004,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Joseph L. Badaracco","",TRUE,"total",11,277916,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"John Ross","democrat",FALSE,"total",57565,203259,FALSE,20171005
1996,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Tamara Millay","libertarian",FALSE,"total",4137,187653,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Linda Vogt","democrat",FALSE,"total",66861,188305,FALSE,20171005
2004,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Jeanne Patterson","republican",FALSE,"total",123431,293025,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Gregory A. Cowan","",TRUE,"total",15,176286,FALSE,20171005
1986,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Robert J. Wittmann","republican",FALSE,"total",46599,137643,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Courtney Denton","democrat",FALSE,"total",52021,191620,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Kevin Craig","libertarian",FALSE,"total",16668,318740,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Russ Carnahan","democrat",FALSE,"total",99398,203085,FALSE,20171005
1978,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Robert A. Young","democrat",FALSE,"total",102911,182406,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Patrick M. Cannon","",TRUE,"total",7,265632,FALSE,20171005
1990,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Jack Buechner","republican",FALSE,"total",94260,188568,FALSE,20171005
2008,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Jo Ann Emerson","republican",FALSE,"total",198798,278288,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Nate Irvin","democrat",FALSE,"total",46464,176286,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Greg Cowan","constitution",FALSE,"total",3912,225056,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Cecilia D. Noland","republican",FALSE,"total",51005,187616,FALSE,20171005
1996,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Richard Kline","republican",FALSE,"total",23477,222854,FALSE,20171005
1994,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Gary Gill","republican",FALSE,"total",80977,203940,FALSE,20171005
1990,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Harold L. Volkmer","democrat",FALSE,"total",94156,163670,FALSE,20171005
1984,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Bill Blue","democrat",FALSE,"total",70922,205108,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Jacob Turk","republican",FALSE,"total",84578,191423,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Emanuel Cleaver","democrat",FALSE,"total",200290,330942,FALSE,20171005
2016,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Emanuel Cleaver","democrat",FALSE,"total",190766,324270,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Emanuel Cleaver","democrat",FALSE,"total",102076,191423,FALSE,20171005
1988,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"William (Bill) Clay","democrat",FALSE,"total",140751,196658,FALSE,20171005
2016,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Bill Otto","democrat",FALSE,"total",155689,413296,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Steve R. Hedrick","libertarian",FALSE,"total",5772,203085,FALSE,20171005
1994,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Bill Emerson","republican",FALSE,"total",129320,185586,FALSE,20171005
1996,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"James E. Keersemaker","natural law",FALSE,"total",1287,232755,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Mike Odell","green",FALSE,"total",2907,298062,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Tamara A. Millay","libertarian",FALSE,"total",2253,198347,FALSE,20171005
1978,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Ike Skelton","democrat",FALSE,"total",120748,165864,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Tom Sager","green",FALSE,"total",1739,234066,FALSE,20171005
1990,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Alan Wheat","democrat",FALSE,"total",71890,115787,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Doug Enyart","constitution",FALSE,"total",3799,159224,FALSE,20171005
1978,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Donald D. Meyer","republican",FALSE,"total",63109,159618,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Jacob Turk","republican",FALSE,"total",122149,330942,FALSE,20171005
1992,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Duane Neil Burghard","independent",FALSE,"total",7265,261335,FALSE,20171005
1994,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"William (Bill) Clay","democrat",FALSE,"total",97061,153018,FALSE,20171005
1986,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Tom Coleman","republican",FALSE,"total",95865,169020,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Wm. Lacy Clay","democrat",FALSE,"total",135907,184779,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Terry Hampton","independent",FALSE,"total",6821,159224,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Robyn Hamlin","republican",FALSE,"total",43649,184779,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"William J. Federer","republican",FALSE,"total",74005,176099,FALSE,20171005
2008,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Joe Allen","democrat",FALSE,"total",72790,278288,FALSE,20171005
1976,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Wm. F. ""Bill"" Moore","independent",FALSE,"total",5745,148302,FALSE,20171005
2002,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Darla R. Maloney","libertarian",FALSE,"total",4548,248828,FALSE,20171005
1988,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Ken Dudley","republican",FALSE,"total",76008,236880,FALSE,20171005
2008,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Wm. Lacy Clay","democrat",FALSE,"total",242570,279277,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Vicky Hartzler","republican",FALSE,"total",192237,318723,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Mary Maroney","green",FALSE,"total",3266,254539,FALSE,20171005
2006,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Robb E. Cunningham","libertarian",FALSE,"total",4768,194235,FALSE,20171005
1996,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Kenny C. Hulshof","republican",FALSE,"total",123580,250230,FALSE,20171005
1980,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Richard A. Gephardt","democrat",FALSE,"total",143132,184409,FALSE,20171005
1996,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Daniel F. O'Sullivan Jr.","republican",FALSE,"total",51857,187653,FALSE,20171005
2006,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Randall David (Randy) Langkraehr","libertarian",FALSE,"total",7314,211919,FALSE,20171005
2004,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Bill Federer","republican",FALSE,"total",125422,277916,FALSE,20171005
1996,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"William (Bill) Clay","democrat",FALSE,"total",131659,187653,FALSE,20171005
1996,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Mike Harman","libertarian",FALSE,"total",6543,250584,FALSE,20171005
2008,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Roy Blunt","republican",FALSE,"total",219016,323212,FALSE,20171005
1984,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Carl D. Russell","republican",FALSE,"total",74434,225058,FALSE,20171005
1982,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Kathie A. Fitzgerald","socialist workers",FALSE,"total",1141,165989,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Blaine Luetkemeyer","republican",FALSE,"total",214843,338385,FALSE,20171005
2004,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Leslie L. Far II","republican",FALSE,"total",64791,283771,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Daniel J. Elder","republican",FALSE,"total",35273,163494,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Ike Skelton","democrat",FALSE,"total",101532,225056,FALSE,20171005
2016,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Doanita Simmons","constitution",FALSE,"total",3605,368333,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Karen McCarthy","democrat",FALSE,"total",101313,153685,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Michael H. Crist","libertarian",FALSE,"total",2245,254539,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Wm. Lacy Clay","democrat",FALSE,"total",119315,163494,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Mike Harman","libertarian",FALSE,"total",5639,178801,FALSE,20171005
1994,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Karen McCarthy","democrat",FALSE,"total",100391,177511,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Teresa Hensley","democrat",FALSE,"total",113120,318723,FALSE,20171005
2006,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Shirley A. Yurkonis","progressive",FALSE,"total",1679,244795,FALSE,20171005
1982,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Tom Coleman","republican",FALSE,"total",97993,177046,FALSE,20171005
2016,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Amber Thomsen","",TRUE,"total",6,338607,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Ted House","democrat",FALSE,"total",126441,298062,FALSE,20171005
1994,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Kenny Hulshof","republican",FALSE,"total",92301,204942,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Wm. Lacy Clay","democrat",FALSE,"total",267927,340583,FALSE,20171005
1976,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Joe Frappier","republican",FALSE,"total",94816,215141,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Blaine Luetkemeyer","republican",FALSE,"total",130940,191620,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"John C. Hagerty","",TRUE,"total",3,163957,FALSE,20171005
2016,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Genevieve ""Gen"" Williams","democrat",FALSE,"total",92756,338607,FALSE,20171005
1992,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Arthur S. Montgomery","republican",FALSE,"total",74482,233175,FALSE,20171005
1990,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Robert H. Gardner","republican",FALSE,"total",43897,115787,FALSE,20171005
1992,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"William (Bill) Clay","democrat",FALSE,"total",158693,233175,FALSE,20171005
2016,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Jason Smith","republican",FALSE,"total",229792,308871,FALSE,20171005
2004,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Darin Rodenberg","constitution",FALSE,"total",2040,293025,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Z. Dwight Billingsly","republican",FALSE,"total",42730,198347,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Russ Lee Monchil","libertarian",FALSE,"total",8279,333688,FALSE,20171005
2008,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Thomas L. Knapp","libertarian",FALSE,"total",8628,372972,FALSE,20171005
1986,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Harold L. Volkmer","democrat",FALSE,"total",95939,166911,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Kenny C. Hulshof","republican",FALSE,"total",172787,291610,FALSE,20171005
1992,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Alan Wheat","democrat",FALSE,"total",151014,255312,FALSE,20171005
2006,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"","",TRUE,"total",30,235525,FALSE,20171005
2016,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Dave Cowell","democrat",FALSE,"total",70009,308871,FALSE,20171005
1984,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Alan Wheat","democrat",FALSE,"total",150675,228220,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Richmond A. Soluade, Sr.","republican",FALSE,"total",30635,125051,FALSE,20171005
1980,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Ike Skelton","democrat",FALSE,"total",151459,223328,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Dennis M. Carriger","reform",FALSE,"total",974,232137,FALSE,20171005
1978,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"E. Thomas Coleman","republican",FALSE,"total",96574,172635,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"James Higgins","libertarian",FALSE,"total",2524,298062,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Thomas Holbrook","libertarian",FALSE,"total",10407,318723,FALSE,20171005
1980,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Gene Taylor","republican",FALSE,"total",161668,238512,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Jo Ann Emerson","republican",FALSE,"total",216083,300391,FALSE,20171005
2008,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Travis Maddox","constitution",FALSE,"total",6166,323212,FALSE,20171005
1992,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Jeff Barrow","green",FALSE,"total",10565,261335,FALSE,20171005
1980,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Vernon King","democrat",FALSE,"total",62048,211329,FALSE,20171005
1992,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Tom Danaher","natural law",FALSE,"total",6107,255312,FALSE,20171005
2008,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Cynthia ""Cindy"" Redburn","constitution",FALSE,"total",4324,305071,FALSE,20171005
2002,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Jim Higgins","libertarian",FALSE,"total",5354,191055,FALSE,20171005
1988,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Joseph A. Schwan","republican",FALSE,"total",53109,196658,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Sam Graves","republican",FALSE,"total",124616,186970,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Karen McCarthy","democrat",FALSE,"total",159826,232137,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Russ Monchil","libertarian",FALSE,"total",7197,186970,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Roy Welborn","libertarian",FALSE,"total",5308,153635,FALSE,20171005
2004,"Missouri","MO",29,43,34,"US House",8,"gen",FALSE,"Stan Cuff","libertarian",FALSE,"total",1810,268711,FALSE,20171005
2006,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Kenny C. Hulshof","republican",FALSE,"total",149114,242671,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Michael H. Crist","libertarian",FALSE,"total",2275,176099,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Eric C. Mayer","democrat",FALSE,"total",111189,338385,FALSE,20171005
1982,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Alan H. Deright","independent",FALSE,"total",2125,165989,FALSE,20171005
1982,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Wendell Bailey","republican",FALSE,"total",79565,175953,FALSE,20171005
1984,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"John (Jack) Buechner","republican",FALSE,"total",127710,268616,FALSE,20171005
1996,"Missouri","MO",29,43,34,"US House",2,"gen",FALSE,"Judith Clessler","natural law",FALSE,"total",1618,270726,FALSE,20171005
1988,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Mike Hurley","libertarian",FALSE,"total",2520,212139,FALSE,20171005
1986,"Missouri","MO",29,43,34,"US House",3,"gen",FALSE,"Richard A. Gephardt","democrat",FALSE,"total",116403,168785,FALSE,20171005
2010,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Randall D. ""Randy"" Langkraehr","libertarian",FALSE,"total",3077,191423,FALSE,20171005
2014,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"Martin Lindstedt","",TRUE,"total",2,163957,FALSE,20171005
1992,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Rick Hardy","republican",FALSE,"total",118811,261335,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Steven R. Carroll","democrat",FALSE,"total",111662,291610,FALSE,20171005
1998,"Missouri","MO",29,43,34,"US House",9,"gen",FALSE,"Robert Hoffman","libertarian",FALSE,"total",4248,188305,FALSE,20171005
2006,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"Mark J. Byrne","republican",FALSE,"total",47893,194235,FALSE,20171005
2008,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Dave Browning","libertarian",FALSE,"total",12279,330699,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",4,"gen",FALSE,"Thomas L. Knapp","libertarian",FALSE,"total",2878,269889,FALSE,20171005
2000,"Missouri","MO",29,43,34,"US House",5,"gen",FALSE,"Alan Newberry","libertarian",FALSE,"total",2350,232137,FALSE,20171005
1982,"Missouri","MO",29,43,34,"US House",7,"gen",FALSE,"David A. Geisler","democrat",FALSE,"total",89549,180940,FALSE,20171005
1984,"Missouri","MO",29,43,34,"US House",1,"gen",FALSE,"William (Bill) Clay Sr.","democrat",FALSE,"total",147436,215974,FALSE,20171005
2012,"Missouri","MO",29,43,34,"US House",6,"gen",FALSE,"Sam Graves","republican",FALSE,"total",216906,333688,FALSE,20171005
2008,"Mississippi","MS",28,64,46,"US House",4,"gen",FALSE,"Gene Taylor","democrat",FALSE,"total",216542,290519,FALSE,20171005
1996,"Mississippi","MS",28,64,46,"US House",5,"gen",FALSE,"Philip Mayeux","natural law",FALSE,"total",172,177445,FALSE,20171005
1996,"Mississippi","MS",28,64,46,"US House",2,"gen",FALSE,"Danny Covington","republican",FALSE,"total",65263,171933,FALSE,20171005
1980,"Mississippi","MS",28,64,46,"US House",4,"gen",FALSE,"Britt R. Singletary","democrat",FALSE,"total",52303,177896,FALSE,20171005
1992,"Mississippi","MS",28,64,46,"US House",4,"gen",FALSE,"James H. Meredith","independent",FALSE,"total",9389,194544,FALSE,20171005
2012,"Mississippi","MS",28,64,46,"US House",2,"gen",FALSE,"Bennie G. Thompson","",FALSE,"total",214978,320244,FALSE,20171005
2002,"Mississippi","MS",28,64,46,"US House",2,"gen",FALSE,"Clinton B. LeSueur","republican",FALSE,"total",69711,163050,FALSE,20171005
2010,"Mississippi","MS",28,64,46,"US House",4,"gen",FALSE,"Kenneth ""Tim"" Hampton","libertarian",FALSE,"total",1741,203384,FALSE,20171005
1978,"Mississippi","MS",28,64,46,"US House",1,"gen",FALSE,"Terrill K. Moffett","republican",FALSE,"total",26734,86151,FALSE,20171005
2012,"Mississippi","MS",28,64,46,"US House",3,"gen",FALSE,"Gregg Harper","",FALSE,"total",234717,293322,FALSE,20171005
2000,"Mississippi","MS",28,64,46,"US House",1,"gen",FALSE,"Chris Lawrence","libertarian",FALSE,"total",3310,209040,FALSE,20171005
2002,"Mississippi","MS",28,64,46,"US House",3,"gen",FALSE,"Harvey L. Darden","independent",FALSE,"total",949,219151,FALSE,20171005
1988,"Mississippi","MS",28,64,46,"US House",5,"gen",FALSE,"Gene Taylor","democrat",FALSE,"total",82034,182219,FALSE,20171005
1996,"Mississippi","MS",28,64,46,"US House",4,"gen",FALSE,"Kenneth W. Welch","independence",FALSE,"total",2262,183663,FALSE,20171005
1984,"Mississippi","MS",28,64,46,"US House",5,"gen",FALSE,"Trent Lott","republican",FALSE,"total",142637,168477,FALSE,20171005
2000,"Mississippi","MS",28,64,46,"US House",3,"gen",FALSE,"Charles W. ÂÂChipÂÂ Pickering","republican",FALSE,"total",153899,210363,FALSE,20171005
2000,"Mississippi","MS",28,64,46,"US House",5,"gen",FALSE,"Gene Taylor","democrat",FALSE,"total",153264,194395,FALSE,20171005
1998,"Mississippi","MS",28,64,46,"US House",5,"gen",FALSE,"Gene Taylor","democrat",FALSE,"total",78661,101095,FALSE,20171005
2004,"Mississippi","MS",28,64,46,"US House",3,"gen",FALSE,"Charles W. ""Chip"" Pickering","republican",FALSE,"total",234874,293368,FALSE,20171005
1988,"Mississippi","MS",28,64,46,"US House",2,"gen",FALSE,"Jack Coleman","republican",FALSE,"total",59827,173631,FALSE,20171005
1980,"Mississippi","MS",28,64,46,"US House",5,"gen",FALSE,"Jimmy McVeay","democrat",FALSE,"total",46416,177975,FALSE,20171005
1982,"Mississippi","MS",28,64,46,"US House",1,"gen",FALSE,"Fran Fawcett","republican",FALSE,"total",32750,112476,FALSE,20171005
1996,"Mississippi","MS",28,64,46,"US House",4,"gen",FALSE,"Eileen Mahoney","natural law",FALSE,"total",1164,183663,FALSE,20171005
2014,"Mississippi","MS",28,64,46,"US House",3,"gen",FALSE,"Barbara Dale Washer","reform",FALSE,"total",1541,170946,FALSE,20171005
2012,"Mississippi","MS",28,64,46,"US House",2,"gen",FALSE,"Bill Marcy","",FALSE,"total",99160,320244,FALSE,20171005
1980,"Mississippi","MS",28,64,46,"US House",1,"gen",FALSE,"Jamie L. Whitten","democrat",FALSE,"total",104269,165561,FALSE,20171005
2000,"Mississippi","MS",28,64,46,"US House",1,"gen",FALSE,"Joe T. (Joey) Grist, Jr.","democrat",FALSE,"total",59763,209040,FALSE,20171005
1998,"Mississippi","MS",28,64,46,"US House",4,"gen",FALSE,"Ronnie Shows","democrat",FALSE,"total",73252,137199,FALSE,20171005
1980,"Mississippi","MS",28,64,46,"US House",4,"gen",FALSE,"John Wayne McInerney","independent",FALSE,"total",3313,177896,FALSE,20171005
2008,"Mississippi","MS",28,64,46,"US House",1,"gen",FALSE,"Travis Childers","democrat",FALSE,"total",185959,341389,FALSE,20171005
1986,"Mississippi","MS",28,64,46,"US House",5,"gen",FALSE,"Larry L. Albritton","democrat",FALSE,"total",16143,91431,FALSE,20171005
1980,"Mississippi","MS",28,64,46,"US House",4,"gen",FALSE,"Jon C. Henson","republican",FALSE,"total",69321,177896,FALSE,20171005
1978,"Mississippi","MS",28,64,46,"US House",1,"gen",FALSE,"Jamie L. Whitten","democrat",FALSE,"total",57358,86151,FALSE,20171005
